state_name,region_code,code
Baden-Württemberg,73000-73999,73485 - Ellrichsbronn
Baden-Württemberg,73000-73999,73485 - Unterschneidheim
Baden-Württemberg,73000-73999,73486 - Adelmannsfelden
Baden-Württemberg,73000-73999,73488 - Ellenberg
Baden-Württemberg,73000-73999,73489 - Grunbachsaegmuehle
Baden-Württemberg,73000-73999,73489 - Henkensaegmuehle
Baden-Württemberg,73000-73999,73489 - Jagstzell
Baden-Württemberg,73000-73999,73489 - Ölmuehle
Baden-Württemberg,73000-73999,73489 - Reifenhof
Baden-Württemberg,73000-73999,73489 - Reifensaegmuehle
Baden-Württemberg,73000-73999,73489 - Sperrhof
Baden-Württemberg,73000-73999,73491 - Neuler
Baden-Württemberg,73000-73999,73492 - Rainau
Baden-Württemberg,73000-73999,73494 - Belzhof
Baden-Württemberg,73000-73999,73494 - Fleckenbacher Saegmuehle
Baden-Württemberg,73000-73999,73494 - Gauchshausen
Baden-Württemberg,73000-73999,73494 - Rosenberg
Baden-Württemberg,73000-73999,73495 - Stoedtlen
Baden-Württemberg,73000-73999,73497 - Tannhausen
Baden-Württemberg,73000-73999,73499 - Woert
Baden-Württemberg,73000-73999,73525 - Schwaebisch Gmuend
Baden-Württemberg,73000-73999,73527 - Schwaebisch Gmuend
Baden-Württemberg,73000-73999,73527 - Taeferrot
Baden-Württemberg,73000-73999,73529 - Baerenhof
Baden-Württemberg,73000-73999,73529 - Pfeilhalde
Baden-Württemberg,73000-73999,73529 - Saurenhof
Baden-Württemberg,73000-73999,73529 - Schwaebisch Gmuend
Baden-Württemberg,73000-73999,73540 - Heubach
Baden-Württemberg,73000-73999,73547 - Beutenmuehle
Baden-Württemberg,73000-73999,73547 - Lorch
Baden-Württemberg,73000-73999,73550 - Hummelshalden
Baden-Württemberg,73000-73999,73550 - Waldstetten
Baden-Württemberg,73000-73999,73553 - Alfdorf
Baden-Württemberg,73000-73999,73553 - Birkhof
Baden-Württemberg,73000-73999,73553 - Haselbach-Soeldhaus
Baden-Württemberg,73000-73999,73553 - Ölmuehle
Baden-Württemberg,73000-73999,73553 - Schillinghof
Baden-Württemberg,73000-73999,73553 - Voggenmuehlhoefle
Baden-Württemberg,73000-73999,73557 - Mutlangen
Baden-Württemberg,73000-73999,73560 - Boebingen
Baden-Württemberg,73000-73999,73563 - Moegglingen
Baden-Württemberg,73000-73999,73563 - Sixenhof
Baden-Württemberg,73000-73999,73565 - Mooswiese
Baden-Württemberg,73000-73999,73565 - Spraitbach
Baden-Württemberg,73000-73999,73565 - Stutzenklinge
Baden-Württemberg,73000-73999,73566 - Bartholomae
Baden-Württemberg,73000-73999,73566 - Bibersohl
Baden-Württemberg,73000-73999,73566 - Birkenteich
Baden-Württemberg,73000-73999,73566 - Irmannsweiler
Baden-Württemberg,73000-73999,73568 - Durlangen
Baden-Württemberg,73000-73999,73568 - Leinhaeusle
Baden-Württemberg,73000-73999,73568 - Weggen-Ziegelhuette
Baden-Württemberg,73000-73999,73569 - Braeunlesrain
Baden-Württemberg,73000-73999,73569 - Buchhof
Baden-Württemberg,73000-73999,73569 - Eschach
Baden-Württemberg,73000-73999,73569 - Obergroeningen
Baden-Württemberg,73000-73999,73569 - Reute
Baden-Württemberg,73000-73999,73571 - Goeggingen
Baden-Württemberg,73000-73999,73572 - Heuchlingen
Baden-Württemberg,73000-73999,73574 - Iggingen
Baden-Württemberg,73000-73999,73574 - Muehlhoelzle
Baden-Württemberg,73000-73999,73574 - Pfaffenhaeusle
Baden-Württemberg,73000-73999,73575 - Horn
Baden-Württemberg,73000-73999,73575 - Horner Muehle
Baden-Württemberg,73000-73999,73575 - Kleemeisterei
Baden-Württemberg,73000-73999,73575 - Leinzell
Baden-Württemberg,73000-73999,73575 - Mulfingen
Baden-Württemberg,73000-73999,73577 - Buchhof
Baden-Württemberg,73000-73999,73577 - Heiligenbruck
Baden-Württemberg,73000-73999,73577 - Koppenkreut
Baden-Württemberg,73000-73999,73577 - Ruppertshofen
Baden-Württemberg,73000-73999,73577 - Schilpenbuehl
Baden-Württemberg,73000-73999,73577 - Utzstetten
Baden-Württemberg,73000-73999,73579 - Schechingen
Baden-Württemberg,73000-73999,73614 - Schorndorf
Baden-Württemberg,73000-73999,73614 - Wellingshof
Baden-Württemberg,73000-73999,73630 - Remshalden
Baden-Württemberg,73000-73999,73635 - Obersteinenberg
Baden-Württemberg,73000-73999,73635 - Rudersberg
Baden-Württemberg,73000-73999,73642 - Eibenhof
Baden-Württemberg,73000-73999,73642 - Klingenmuehlhoefle
Baden-Württemberg,73000-73999,73642 - Koeshof
Baden-Württemberg,73000-73999,73642 - Schautenhof
Baden-Württemberg,73000-73999,73642 - Welzheim
Baden-Württemberg,73000-73999,73650 - Winterbach
Baden-Württemberg,73000-73999,73655 - Baerenbach
Baden-Württemberg,73000-73999,73655 - Eulenhof
Baden-Württemberg,73000-73999,73655 - Haldenhof
Baden-Württemberg,73000-73999,73655 - Haselhof
Baden-Württemberg,73000-73999,73655 - Ilgenhof
Baden-Württemberg,73000-73999,73655 - Pfahlbronner Muehle
Baden-Württemberg,73000-73999,73655 - Pluederhausen
Baden-Württemberg,73000-73999,73655 - Schenkhoefle
Baden-Württemberg,73000-73999,73660 - Urbach
Baden-Württemberg,73000-73999,73663 - Berglen
Baden-Württemberg,73000-73999,73666 - Baltmannsweiler
Baden-Württemberg,73000-73999,73667 - Ebnisee
Baden-Württemberg,73000-73999,73667 - Kaisersbach
Baden-Württemberg,73000-73999,73669 - Lichtenwald
Baden-Württemberg,73000-73999,73728 - Esslingen
Baden-Württemberg,73000-73999,73730 - Esslingen
Baden-Württemberg,73000-73999,73732 - Esslingen
Baden-Württemberg,73000-73999,73733 - Esslingen
Baden-Württemberg,73000-73999,73734 - Esslingen
Baden-Württemberg,73000-73999,73760 - Ostfildern
Baden-Württemberg,73000-73999,73765 - Neuhausen
Baden-Württemberg,73000-73999,73770 - Denkendorf
Baden-Württemberg,73000-73999,73773 - Aichwald
Baden-Württemberg,73000-73999,73776 - Altbach
Baden-Württemberg,73000-73999,73779 - Deizisau
Baden-Württemberg,74000-74999,"74072 - Heilbronn, Neckar"
Baden-Württemberg,74000-74999,"74074 - Heilbronn, Neckar"
Baden-Württemberg,74000-74999,"74076 - Heilbronn, Neckar"
Baden-Württemberg,74000-74999,"74078 - Heilbronn, Neckar"
